Ticker,Sector,ROIC,Volatility,Dividend_Yield,Price_CAGR,TotalRevenue,EV_EBITDA
AMCR,Materials,0.031987102788754725,0.22896603460958845,6.24,-0.077057719596903,15009000000.0,19.34767956561086
AEE,Utilities,0.058602941345491495,0.18952871448105965,2.86,0.07715048430174143,7623000000.0,13.300479565856415
AEP,Utilities,0.06490289461089573,0.19648973726631022,3.29,0.11332373346845404,19721300000.0,13.527554750138915
AWK,Utilities,0.05978266355890704,0.22029467772493555,2.49,-0.02099957934130492,4684000000.0,15.388515523595506
AME,Industrials,0.12874144284925682,0.21025240509923623,0.61,0.1462707240379273,6941180000.0,22.61913073530148
AMGN,Health Care,0.1275804824082903,0.2480610374326928,2.98,0.10396369417008677,33424000000.0,16.45971037076969
APH,Information Technology,0.1959053734524278,0.28142469905323564,0.77,0.5212775513221437,15222700000.0,42.85669345399064
ADI,Information Technology,0.06335402043416209,0.3285378562117071,1.44,0.2068203521948495,11019707000.0,27.825323981893433
APA,Energy,0.12847095851957002,0.4373586810513798,4.2,-0.1542896102082595,9737000000.0,3.2244069688548156
AAPL,Information Technology,0.8228358730470098,0.25870708590690317,0.38,0.2792426606159335,416161000000.0,28.18453853416973
AMAT,Information Technology,0.3560644991391422,0.4120823514683305,0.73,0.35965425707749565,28368000000.0,19.99881136441103
APP,Information Technology,0.4851104227296986,0.750028054423125,0.0,3.2079510663604953,4709248000.0,100.94597677367587
APTV,Consumer Discretionary,0.138418614400486,0.3568184841355195,0.0,-0.05919857366196157,19713000000.0,6.83012805561993
ADM,Consumer Staples,0.07058386309116838,0.28553191472594497,3.5,-0.11546391100218523,85530000000.0,8.836473946367626
ANET,Information Technology,,0.4824656851753624,0.0,0.5992659208816866,7003146000.0,48.833654995885794
T,Communication Services,0.07112797793493522,0.2334855805158954,4.58,0.17236913847076285,122336000000.0,7.489975159434112
ATO,Utilities,0.059047219268408356,0.17065301311002956,2.36,0.1724745777926835,4702755000.0,15.305331714516136
ADSK,Information Technology,0.3071622387262253,0.288399055712662,0.0,0.16742167012973708,6131000000.0,41.24201316978696
ADP,Industrials,0.3720907549247871,0.1895725918535412,2.61,0.044122312214855075,20560900000.0,16.969061377354922
AZO,Consumer Discretionary,0.3355061504918465,0.21639833576737874,0.0,0.13004047122913476,18938717000.0,16.219477140995487
AVY,Materials,0.15410587938305567,0.21914729414159917,2.05,0.03136124994728995,8755700000.0,12.557320812902292
AXON,Industrials,0.14802461762914068,0.45130083230840706,0.0,0.5004053206242798,2082526000.0,100.9159337432241
BKR,Energy,0.16315918489200443,0.30523803204048716,2.07,0.19176313267217715,27829000000.0,10.31003100152207
BALL,Materials,0.058418849545873376,0.27667698980776695,1.53,0.02655162824277335,11795000000.0,14.52964773480663
BAX,Health Care,0.006381039197812215,0.3470801818237854,2.73,-0.2569253008165745,10636000000.0,15.915809949820789
BDX,Health Care,0.050645213562294567,0.23415800038739235,2.16,-0.061796582614365714,21840000000.0,15.121466679580307
BBY,Consumer Discretionary,0.1815918620007206,0.3473784114306763,5.3,0.012721182060020153,41528000000.0,8.160596716094032
TECH,Health Care,0.03623566326697553,0.37535609809633463,0.56,-0.10536838714918761,1219635000.0,42.17367667089337
BIIB,Health Care,0.08805100293741275,0.2692653456632226,0.0,-0.15832793731994954,9675900000.0,9.738781766389822
BA,Industrials,-0.25189919440035946,0.3346631818076642,0.0,0.03917037162545167,66517000000.0,-25.066817430775266
BSX,Health Care,0.0643856430376561,0.204178346299427,0.0,0.281529272084007,16747000000.0,39.80381477178423
BMY,Health Care,-0.1124691811362325,0.25935295054546065,4.73,-0.059497023652413605,48300000000.0,45.18740816161616
AVGO,Information Technology,0.06852374074525691,0.47433768187290165,0.79,0.8480220189416647,51574000000.0,6.90814868964362
BR,Industrials,0.17058063679245158,0.20013547315601365,1.72,0.21473555881256745,6889100000.0,19.477022347220398
BF-B,Consumer Staples,0.15394364940312263,0.2995809429981982,3.15,-0.22405157007064036,3975000000.0,12.167616496124031
BLDR,Industrials,0.1462147681516627,0.4365149016841237,0.0,0.17279509088505685,16400492000.0,7.632432787651274
BG,Consumer Staples,0.11334140954121132,0.28691744601956815,3.05,0.01377514984057937,53108000000.0,13.752771507917174
CHRW,Industrials,0.16217444161731123,0.31747270931930976,1.53,0.24030821375920297,17724956000.0,27.223975289083533
CDNS,Information Technology,0.24117947090240582,0.3412340903190539,0.0,0.2524770594824397,4641264000.0,51.18667499383562
CPB,Consumer Staples,0.07857558599773591,0.23660331843278504,5.43,-0.1754345175083386,10253000000.0,9.96474359873016
CAH,Health Care,0.9239098597737342,0.2337064603323419,1.03,0.38768053855768936,222578000000.0,16.707074967160334
CCL,Consumer Discretionary,0.09940950213987756,0.46765397940296904,0.0,0.5212718033709156,25021000000.0,10.16727708880681
CARR,Industrials,0.07503286302690386,0.30936990321539076,1.8,0.1021225310935685,22486000000.0,13.718198696035243
CAT,Industrials,0.21868510411691258,0.29013428145539083,1.07,0.3703610806242821,64809000000.0,18.686798884648958
CDW,Information Technology,0.1579959182540343,0.2808838252439094,1.76,-0.05903159721538087,20998700000.0,12.603266686058591
COR,Health Care,0.3863192475739591,0.18927967541977075,0.7,0.2805914082520493,321332819000.0,19.02690425770151
CNC,Health Care,0.1207576981790078,0.4076752562039315,0.0,-0.21686333254848533,163071000000.0,2.8597317367741937
CNP,Utilities,0.05449756010599328,0.189169929338621,2.41,0.11408058697247969,8643000000.0,13.357399777714122
CF,Materials,0.24082167539771757,0.307981176804902,2.55,-0.03270938440360904,5936000000.0,5.87942499646143
CRL,Health Care,0.02197355952561981,0.4298534191891607,0.0,-0.036398687600120105,4049989000.0,20.66610893360154
CHTR,Communication Services,0.08957105356022198,0.3735556598314629,0.0,-0.12347682233456869,55085000000.0,5.981920950850308
CVX,Energy,0.10661164155299178,0.22416962420613212,4.63,-0.004655867173820827,193414000000.0,7.533840524807155
CMG,Consumer Discretionary,0.2034194639809484,0.32034940151545116,0.0,0.10005818300511948,11313853000.0,22.979035781690357
CHD,Consumer Staples,0.11761920061439808,0.19478372432930618,1.39,0.03352739966465257,6107100000.0,20.656241819515774
CTAS,Industrials,0.2675917172212194,0.212011705603807,0.95,0.20793169972835468,10340181000.0,27.614925739632866
CSCO,Information Technology,0.17481555139762078,0.20796586577797654,2.13,0.21106433373151567,56654000000.0,20.50681844375645
CLX,Consumer Staples,0.2937591648393042,0.2287312028300474,4.99,-0.08757270805552875,7104000000.0,10.971573695306859
CMS,Utilities,0.06252946467572819,0.17925989269266301,3.07,0.08109020608531359,7515000000.0,13.023125965483556
KO,Consumer Staples,0.20489502735173856,0.14777285571671706,2.9,0.07038870980459366,47061000000.0,21.3100577535563
CTSH,Information Technology,0.16591456152743084,0.23546795060660258,1.48,0.17048000634258775,19736000000.0,11.104264113186192
CL,Consumer Staples,0.4292150731990013,0.17793550526118607,2.68,0.02302305912781155,20101000000.0,14.420858856789614
CMCSA,Communication Services,0.10935479908419328,0.25130517634479466,4.36,-0.006659209446675529,123731000000.0,5.333661797123029
CAG,Consumer Staples,0.0927433663465256,0.22008937815640395,7.87,-0.183861883266072,11612800000.0,8.189031045991046
COP,Energy,0.11967273456029737,0.28966527549398247,3.64,-0.025181926878844574,54745000000.0,5.371393949477993
ED,Utilities,0.05840432944253596,0.1815439483282037,3.4,0.0538313839359712,15256000000.0,11.42042908029197
STZ,Consumer Staples,0.010416644652725678,0.24647136783243737,2.98,-0.14435309957507514,10208700000.0,44.81773584398812
CEG,Utilities,0.22425503075840045,0.4967939735543163,0.43,0.6188239163635028,23568000000.0,16.81211212519562
COO,Health Care,0.041479676471908464,0.2880379081484773,0.0,0.014225721688281734,4092400000.0,18.041524345243797
CPRT,Industrials,0.21288350661048347,0.23012837521625049,0.0,0.09194562192236777,4646958000.0,17.153892623549357
GLW,Information Technology,0.04888982513200992,0.29100488284322723,1.29,0.4401006658975688,13118000000.0,33.10331973033708
CTVA,Materials,0.04364615665816485,0.2714515923190628,1.08,0.059260558569341315,16908000000.0,17.285563296526508
COST,Consumer Staples,0.3544310314448623,0.19899787475890696,0.61,0.25006931668734556,275235000000.0,27.73693804567846
CTRA,Energy,0.08191239791685709,0.27984400852520136,3.46,0.054280905081266484,5458000000.0,7.070384444981862
CSX,Industrials,0.13429602011441918,0.21951573100949082,1.42,0.07073561644218174,14540000000.0,12.401203090986515
CMI,Industrials,0.2700943053857,0.2678336192521547,1.6,0.3150237358397254,34102000000.0,11.868464388766172
CVS,Health Care,0.04531516737236452,0.31308823722329926,3.42,-0.028290325811374806,372809000000.0,12.365989896519011
DHR,Health Care,0.06395663579633398,0.26870795865394814,0.57,-0.0024857403490954333,23875000000.0,24.06631708851017
DRI,Consumer Discretionary,0.14564773112127888,0.2374377378460774,3.11,0.15485067321581947,12076700000.0,16.168345099372942
DDOG,Information Technology,0.057443929540611616,0.49480546381431184,0.0,0.22154287742334056,2684275000.0,171.59158231337025
DVA,Health Care,0.14352948048895453,0.3232327892414059,0.0,0.1723368557274736,12815550000.0,8.130969386234632
DAY,Industrials,0.014664791373652133,0.37998244390192354,0.0,0.03149463018687526,1760000000.0,40.57264711111111
DECK,Consumer Discretionary,1.0755149243639013,0.43055165367053094,0.0,0.18117362203373566,4985612000.0,10.3333350242769
DELL,Information Technology,0.3011406353418044,0.4980595617551552,1.71,0.4995966221413888,95567000000.0,10.843929453103808
DAL,Industrials,0.11462770458958409,0.3894451198238644,1.07,0.30005328919200713,61643000000.0,8.056194166203587
DVN,Energy,0.14264291019665418,0.34615227605471227,2.69,-0.12076079307239307,15940000000.0,4.046709576547231
DXCM,Health Care,0.1448716140863581,0.47022761571673355,0.0,-0.1631637762666791,4033000000.0,26.392589210108913
FANG,Energy,0.07735760205975846,0.3249070449127823,2.72,0.07684177374734924,11023000000.0,8.480071213509621
DG,Consumer Staples,0.05594810614293879,0.395997176394135,1.73,-0.15805473478478815,40612308000.0,16.886602323275536
DLTR,Consumer Staples,0.1064775567602819,0.3854889018321595,0.0,-0.030998199492899614,17578500000.0,16.005237724479684
D,Utilities,0.05087331600903463,0.2293963152711873,4.44,0.05647610654946411,14459000000.0,15.553546380441265
DPZ,Consumer Discretionary,0.7080322194010392,0.2819169400152515,1.61,0.08153419539580287,4706416000.0,20.580761200099023
DASH,Consumer Discretionary,-0.006597222222222222,0.415095873073237,0.0,0.6529721597362037,10722000000.0,188.45467313193117
DOV,Industrials,0.18207313022783672,0.24039932780914022,1.06,0.1545522561239978,7745909000.0,12.762563075323817
DOW,Materials,0.05515701670171589,0.33186666270424764,6.08,-0.17724130635722246,42964000000.0,6.102936924410933
DHI,Consumer Discretionary,0.12409011384133092,0.33385113591276083,1.19,0.21048935543373593,34250400000.0,10.573321446911944
DTE,Utilities,0.06647382288921984,0.1835134294622487,3.41,0.07800812936166546,12457000000.0,12.89045762842339
DUK,Utilities,0.05630546510275213,0.17146622963933944,3.62,0.09752203303459428,30357000000.0,12.1698389896646
DD,Materials,0.03546728577083361,0.28790716668348443,3.53,0.15107642924046316,12386000000.0,8.984262697674419
ETN,Industrials,0.14074129978257444,0.3100539458063237,1.32,0.28776277773029624,24878000000.0,23.759832075485136
EBAY,Consumer Discretionary,0.2083710069178983,0.3063871451018707,1.39,0.2911380501054579,10283000000.0,14.529647312128626
ECL,Materials,0.1529511352555345,0.2019625956322905,1.11,0.24494825198855152,15741400000.0,21.00910366684863
EIX,Utilities,0.06389008309391134,0.2603666644011456,5.83,0.02265348586517013,17599000000.0,10.366604396170146
EW,Health Care,0.18474032568750903,0.32074814332241236,0.0,0.049425552155095254,5439500000.0,26.770900706865532
EA,Communication Services,0.18731005601046158,0.24443122606404358,0.37,0.19825495471544619,7463000000.0,25.652594749876176
EME,Industrials,0.5186932538085987,0.3544700444458658,0.16,0.6186079593670419,14566116000.0,17.963692886580176
EMR,Industrials,0.07795169766496615,0.2654482215244988,1.69,0.1392692067772756,18016000000.0,17.806133908658815
ETR,Utilities,0.04418818475411249,0.22193012197728512,2.78,0.22215009866798963,11879653000.0,13.982853898260194
EOG,Energy,0.2382537430086856,0.2726258487329343,3.98,-0.029958227869147702,23378000000.0,4.835769345314506
EPAM,Information Technology,0.16900353661415798,0.4258983813534809,0.0,-0.14323501289387874,4727940000.0,15.413391646121413
EQT,Energy,0.022140273604635437,0.36513330389806137,1.23,0.160573301487414,5222192000.0,15.676787726945074
EFX,Industrials,0.08082619638003474,0.3119046700058998,0.91,0.0547509892240543,5681100000.0,18.379185601674223
EL,Consumer Staples,-0.06560368840649314,0.44630369591589225,1.3,-0.21655786590258463,14326000000.0,315.75536569863016
EVRG,Utilities,0.059264467220053706,0.1799516472458227,3.79,0.10608501277176985,5847300000.0,11.965057007874016
ES,Utilities,0.03514993012324314,0.24889310628047118,4.43,-0.021269385523776996,11900809000.0,13.369737291600055
EXC,Utilities,0.057714399347930934,0.19393837541443962,3.61,0.05864901434970182,23028000000.0,11.39225114617737
EXE,Energy,-0.026245984225442463,0.29133261711712916,2.96,0.07649127307844394,4221000000.0,29.587822145383104
EXPE,Consumer Discretionary,0.3634490352087766,0.4267160600600924,0.56,0.5026744463501975,13691000000.0,13.926147314546839
EXPD,Industrials,0.46968487324936387,0.24221600910951727,1.02,0.13169573967439363,10600515000.0,17.753840217776823
XOM,Energy,0.1266973616565392,0.22798181849616142,3.54,0.07130587713358705,339247000000.0,7.193361107173549
FFIV,Information Technology,0.2701323559668655,0.26947722442420863,0.0,0.22376777454702768,3088072000.0,15.805173616705437
FICO,Information Technology,0.6364300156441112,0.3590723642362345,0.0,0.44558130415823993,1990869000.0,47.01345423120836
FAST,Industrials,0.30062391411779205,0.2306666399863495,2.08,0.24255339657420327,7546000000.0,28.883980354861603
FDX,Industrials,0.07810531045742322,0.3026221405509635,2.02,0.22066895371991557,87926000000.0,
FSLR,Information Technology,0.18766847306324988,0.5639541236177498,0.0,0.18720514364803265,4206289000.0,14.418636485354037
FE,Utilities,0.051821095843847205,0.18708383904013934,3.99,0.07284872802531739,13472000000.0,12.97280967097246
F,Consumer Discretionary,0.03731464655209289,0.3510698441638097,4.5,0.13163158543407394,184992000000.0,12.981843295307671
FTV,Industrials,0.07275451194777648,0.23495990901128594,0.44,0.049476412851289675,6231800000.0,12.208202604573007
FOXA,Communication Services,0.18434839053111504,0.24843084303158072,0.79,0.36159134803272175,16300000000.0,9.068163026240581
FOX,Communication Services,0.18434839053111504,0.24649580255788064,0.88,0.339805389079316,16300000000.0,8.16274589763575
FCX,Materials,0.1960367229491055,0.40072688766410625,1.25,0.10242420179254541,25455000000.0,9.031561883595648
GRMN,Consumer Discretionary,0.22477221430901564,0.3090487350556311,1.78,0.33646489576657435,6296903000.0,20.605762255677163
IT,Information Technology,0.5899052316170819,0.31159482441888214,0.0,-0.09746952807794029,6267411000.0,11.278670865647529
GE,Industrials,0.3008289620302503,0.2858296627682867,0.48,0.8506187568654182,38702000000.0,33.42674390684372
GEHC,Health Care,0.1639753962516266,0.3204231972448966,0.17,0.13686370073874676,19672000000.0,12.153748181123841
GEV,Industrials,0.12330149354382834,0.5454137566568975,0.2,1.506012521715049,34935000000.0,102.31798027997566
GEN,Information Technology,0.10484232472334458,0.2940469807327389,1.81,0.11050281662490913,3935000000.0,12.417012880552813
GNRC,Industrials,0.10475990829005538,0.46672219114995256,0.0,0.14364298205876103,4295834000.0,13.761169023384342
GD,Industrials,0.13238143745563422,0.19080680928891966,1.78,0.1380193486873511,47716000000.0,16.9001565354872
GIS,Consumer Staples,0.11184497813466265,0.20232583364433515,5.01,-0.14590917016215166,19486600000.0,9.955792230039767
GM,Consumer Discretionary,0.03769657322474663,0.3443395332086404,0.74,0.3337559904922798,187442000000.0,8.712391207869818
GPC,Consumer Discretionary,0.10192712808704668,0.27287012004672223,3.27,-0.07965934481377246,23486569000.0,13.983901131205702
GILD,Health Care,0.032100866349072346,0.2447224862759277,2.6,0.15863478099605066,28754000000.0,37.679826388813716
GDDY,Information Technology,0.2640802790325347,0.27512914986352266,0.0,0.20182962734999288,4573200000.0,18.892148275731824
HAL,Energy,0.17380792991985922,0.36347066048839544,2.48,-0.06609047204069385,22944000000.0,6.234529941633424
HAS,Consumer Discretionary,0.13689368948946032,0.33646882351947505,3.41,0.19016445796182957,4135500000.0,16.200960436115842
HCA,Health Care,0.2025921052648604,0.24666852625383026,0.62,0.26172507734450323,70603000000.0,11.147103649971214
HSIC,Health Care,0.07870279110176606,0.25884907476746327,0.0,-0.01547803190007846,12673000000.0,15.253470315789473
HSY,Consumer Staples,0.2521083809698357,0.23387140922310834,2.91,-0.046054075480889356,11202263000.0,13.769403304905287
HPE,Information Technology,0.0731260574215952,0.3791405246800178,2.38,0.18739268646703588,30127000000.0,10.08680004428628
HLT,Consumer Discretionary,0.29105856385577045,0.22602473400858974,0.21,0.3087860040482322,11174000000.0,31.304895026421136
HOLX,Health Care,0.115996860716613,0.2267590350913827,0.0,0.007396488728122597,4100500000.0,15.595499484564247
HD,Consumer Discretionary,0.2464186640528631,0.2171132593553052,2.59,0.06508678165541593,159514000000.0,16.38789287131199
HON,Industrials,0.16341686173174516,0.20593386543258632,2.31,0.023071551853169447,38498000000.0,15.782035976262364
HRL,Consumer Staples,0.05293085036510676,0.2478442479436859,4.88,-0.1640264571906498,12106160000.0,15.455765614867095
HWM,Industrials,0.17517700865905458,0.30785875172728894,0.22,0.7494486846636754,7430000000.0,44.70810239305103
HPQ,Information Technology,0.4462584111099577,0.32044246854548336,5.12,-0.004002782519009984,55295000000.0,6.938569076588548
HUBB,Industrials,0.18052233568201692,0.2987357400194675,1.31,0.24273149159300234,5628500000.0,19.04468381660471
HII,Industrials,0.08715445534477542,0.31948891840183113,1.71,0.1460877632023525,11535000000.0,14.355699488721804
IBM,Information Technology,0.10464630135459056,0.238294804994538,2.24,0.34301284074162375,62753000000.0,27.319332331143233
IEX,Industrials,0.10459359821320209,0.2389383352653382,1.6,-0.06582737050985132,3268800000.0,17.012305143123108
IDXX,Health Care,0.3979219927929946,0.3493899481202701,0.0,0.20240844072983788,3897504000.0,44.508580582420386
ITW,Industrials,0.3552772056034034,0.19785611775529385,2.56,0.07441796035585235,15898000000.0,15.838323292735462
INCY,Health Care,0.10610627041001074,0.29703934371415536,0.0,0.06512564680146116,4241217000.0,39.72875539374458
IR,Industrials,0.07687530618246662,0.2797832956457463,0.1,0.15765863289091997,7235000000.0,19.08159467833698
PODD,Health Care,0.20778040356298855,0.3860883709967208,0.0,-0.0016059935502437117,2071600000.0,49.377860033042246
INTC,Information Technology,-0.07215383742696693,0.5240735451846247,0.0,0.12036620774367535,53101000000.0,165.44273109226933
IFF,Materials,0.022521269940569286,0.3124059220592946,2.45,-0.1125738209135132,11484000000.0,14.300540635794743
IP,Materials,0.04488176726820162,0.32757391917099365,4.79,0.08245036479839185,18619000000.0,15.958171613177472
INTU,Information Technology,0.17330884182914527,0.29441355926539964,0.67,0.2126085111517504,18831000000.0,
ISRG,Health Care,,0.3079322112842201,0.0,0.2925289339197079,8352100000.0,69.15628170906116
IQV,Health Care,0.10351315619932212,0.3173859489608883,0.0,0.036631057966458824,15405000000.0,14.854085282363162
JBHT,Industrials,0.11574931460791897,0.3209180838608515,0.9,0.04097811217502234,12087204000.0,12.845250414927513
JBL,Information Technology,0.2597666060844072,0.3807805170935258,0.15,0.47668393629615924,29802000000.0,14.607285277291302
J,Industrials,0.08130394774055096,0.23548993515197061,0.96,0.1165136525489825,12029783000.0,19.69812197777181
JNJ,Health Care,0.17498914978375923,0.17196605165268375,2.5,0.09190169325214415,88821000000.0,21.351569825269358
JCI,Industrials,0.08573010066952695,0.2755103996327876,1.36,0.2526325698958729,23596000000.0,27.047733274093435
KVUE,Consumer Staples,0.07759608758810713,0.29895393124695424,4.85,-0.1265589253133207,15455000000.0,16.503330022690438
KDP,Consumer Staples,0.04863467381094733,0.20997456792916364,3.27,-0.0571815972754971,15351000000.0,16.644052399763453
KEYS,Information Technology,0.13941963801738166,0.3140309767720004,0.0,0.05221316085173955,5375000000.0,24.115912715268227
KMB,Consumer Staples,0.34896277427687045,0.19602060058869847,4.97,-0.05737331330763362,20058000000.0,10.192797152337858
KMI,Energy,0.056349725169579194,0.2069756052631881,4.44,0.21153084250427634,15100000000.0,13.73333116770555
KLAC,Information Technology,0.4971245614197189,0.4053054843641035,0.62,0.48911680315215245,12156162000.0,30.33631430175284
KHC,Consumer Staples,0.026107501476668637,0.20954850220815335,6.46,-0.10555751961308846,25846000000.0,17.482501655375554
KR,Consumer Staples,0.10309387106037904,0.22731834247594185,2.23,0.1484056483348668,147123000000.0,8.92643890590237
LHX,Industrials,0.0690885904084451,0.2141963702549381,1.7,0.13656160331040224,21325000000.0,18.081039168772815
LH,Health Care,0.06586048464624436,0.2175292034243782,1.14,0.10012792606999232,13008900000.0,14.84822387456523
LRCX,Information Technology,0.6936712183524332,0.4321272911808909,0.63,0.5733739892110101,18435591000.0,31.376866536688002
LW,Consumer Staples,0.08053547047709886,0.3859093003622872,2.49,-0.10415285513163808,6451300000.0,11.337667663621108
LVS,Consumer Discretionary,0.18495679805882004,0.33509398184696654,1.49,0.14856245067815577,11298000000.0,14.312835125030826
LDOS,Industrials,0.15962456225396376,0.25856541190216037,0.95,0.21713098970700329,16662000000.0,12.943486431668237
LEN,Consumer Discretionary,0.13669951475652198,0.3152172487977731,1.85,0.0908827622407895,35441452000.0,4.791057775640363
LII,Industrials,0.43806533710648693,0.31007995551058726,1.05,0.2790819187300182,5341300000.0,16.44943115975287
LLY,Health Care,0.25224244063915563,0.33528171222957204,0.59,0.448371798995032,45042700000.0,64.29343871391421
LIN,Materials,0.12426314293194694,0.18017601530987773,1.43,0.10080049236324462,33005000000.0,17.025002939233406
LYV,Communication Services,0.45344274295831594,0.30146171816350537,0.0,0.26752812029464046,23155625000.0,22.50172871679534
LKQ,Consumer Discretionary,0.07657463172339378,0.2874719716228001,4.04,-0.15135405662658707,14355000000.0,7.898641003690037
LMT,Industrials,0.2580746855220148,0.20864833227811094,2.94,0.019316618137205532,71043000000.0,14.464929905842315
LOW,Consumer Discretionary,0.3409539724539287,0.23237030970260644,1.94,0.09003065026313206,83674000000.0,14.531498565055172
LULU,Consumer Discretionary,0.4507824489619142,0.41081495143129615,0.0,-0.12162462121146211,10588126000.0,8.793591731784307
LYB,Materials,0.08050817937630006,0.29636446029039765,12.73,-0.13128973703861269,40302000000.0,7.073724414864115
MPC,Energy,0.14273853709187667,0.31597437352416535,2.38,0.1741770988926139,138864000000.0,8.382879317864553
MAR,Consumer Discretionary,0.2445660708323102,0.25126266712332773,0.87,0.2799919869430938,25100000000.0,22.716389562010143
MLM,Materials,0.14574209279153197,0.23948029541949312,0.53,0.23387663540366144,6536000000.0,13.08702677052127
MAS,Industrials,0.41240310077519376,0.27836787384285316,1.9,0.1363063898091652,7828000000.0,11.619192919148936
MTCH,Communication Services,0.2400062425133231,0.3839632008896444,2.33,-0.06167720463850712,3479373000.0,11.326626283855212
MKC,Consumer Staples,0.09162297581578291,0.23446813014447818,2.8,-0.040479857751247406,6723700000.0,17.21777323509305
MCD,Consumer Discretionary,0.20016635787637263,0.16826094407177783,2.33,0.08863335118887061,25920000000.0,20.15092686664755
MDT,Health Care,0.0713080791936935,0.2038112092511486,2.88,0.12196953917972331,33537000000.0,15.971984524191798
MRK,Health Care,0.259686208743074,0.2383946471961457,3.38,0.0027144317808611707,64168000000.0,10.625217757721932
META,Communication Services,0.3354009760683846,0.3829828744889274,0.32,0.8055251660842158,164501000000.0,19.353751815461116
MTD,Health Care,0.5062524798952399,0.3129298821954918,0.0,-0.0020441291320726362,3872361000.0,24.740649201060663
MGM,Consumer Discretionary,0.046154500511204455,0.3659969749869255,0.0,0.024377147764944374,17240545000.0,16.731152319653155
MCHP,Information Technology,0.014548096920494124,0.4494471160273946,2.84,-0.012155794040977996,4401600000.0,38.251561337946946
MU,Information Technology,0.14968752432256438,0.5116051539010263,0.19,0.7003068654856799,37378000000.0,15.242426207001028
MSFT,Information Technology,0.27766075835047466,0.23308684802163848,0.75,0.27381125545411455,281724000000.0,22.573502745693503
MRNA,Health Care,-0.3638829412125898,0.58465625838174,0.0,-0.4550710007710914,3199000000.0,-2.451835851502652
MHK,Consumer Discretionary,0.05851668513937421,0.37643091442860077,0.0,0.04710687377040834,10836900000.0,6.449670300120048
MOH,Health Care,0.4290491795729788,0.40580689647293083,0.0,-0.21227973402816325,40650000000.0,1.990918085578447
TAP,Consumer Staples,0.075096083473344,0.24203549154660756,3.94,0.004889657310720441,11627000000.0,5.994914274488233
MDLZ,Consumer Staples,0.11787157771616429,0.19087057108473932,3.65,-0.03442569655399419,36441000000.0,11.312580559534135
MPWR,Information Technology,0.21863575098553867,0.5386576623149294,0.67,0.3856766773759963,2207100000.0,75.16302416861761
MNST,Consumer Staples,0.3051382858531325,0.2261483604815445,0.0,0.14627607251234953,7492709000.0,35.41354688650081
MOS,Materials,0.020897352388980422,0.3630346453229335,3.67,-0.1635123847444505,11122800000.0,7.90126196193265
MSI,Information Technology,0.295620646132988,0.19968818323455625,1.3,0.1499368776826322,10817000000.0,27.39426200537841
NTAP,Information Technology,0.6936185502550939,0.31900303452126333,1.88,0.2611480159462021,6572000000.0,12.783828071005917
NFLX,Communication Services,0.28719102062264157,0.3413551239757032,0.0,0.48516961395214486,39000966000.0,15.431134571046483
NEM,Materials,0.09751826307737727,0.3687763092937884,1.01,0.3333927103262344,18682000000.0,14.382978856535601
